siret;nom_officiel;nature_juridique;activite;commune;code_postal
79981016300011;L OVERGROUND;9220;90.01Z;TALENCE;33400
80016249700039;L'ORANGEADE;9220;90.01Z;BORDEAUX;33000
80039284700029;LA CHIFFONNE RIT;9220;94.99Z;BORDEAUX;33100
80041897200017;ENTR-AUTRES;9220;94.99Z;BORDEAUX;33800
80041897200025;ENTR-AUTRES;9220;94.99Z;BORDEAUX;33800
80041897200033;ENTR-AUTRES;9220;94.99Z;BORDEAUX;33800
80077623900033;CYCLES ET MANIVELLES;9220;94.99Z;BEGLES;33130
80127165100029;ETU'RECUP;9220;94.99Z;PESSAC;33600
80184893800000;;;;;
80184893800016;FONDATION BERGONIE;9300;94.99Z;BORDEAUX;33000
80283678300026;CULTIVE TES REVES DE SOLIDARITE;9220;94.99Z;MERIGNAC;33700
80287136800022;JOSEPHINE GROUSSET;1000;01.28Z;EYSINES;33320
80380210700018;FONDATION BORDEAUX UNIVERSITE;9300;94.99Z;BORDEAUX;33000
80952642900026;ACTIONS D AUTOPROMOTION DE DEVELOPPEMENT DURABLE (2A2D);9220;94.99Z;SAINT-DENIS-DE-PILE;33910
80961975200011;DIGITAL AQUITAINE;9220;94.99Z;BEGLES;33130
80961975200029;DIGITAL AQUITAINE;9220;94.99Z;BEGLES;33130
80985790700038;FONDATION POUR LA CULTURE ET LES CIVILISATIONS DU VIN;9300;91.03Z;BORDEAUX;33300
80988876100057;IN VIVO FILMS;5710;59.11C;BORDEAUX;33000
81016086100000;;;;;
81090958000000;;;;;
81090958000021;CHAMBRE REGIONALE DE L'ECONOMIE SOCIALE ET SOLIDAIRE D'AQUITAINE (CRESS AQUITAINE);9220;94.99Z;BEGLES;33130
81147565600021;3 S : SEJOUR SPORTIF SOLIDAIRE;9220;93.19Z;MASSY;91300
81147565600146;3 S : SEJOUR SPORTIF SOLIDAIRE;9220;93.19Z;MASSY;91300
81195928700000;;;;;
81195928700012;SOFILM SUMMERCAMP;9220;59.11C;NANTES;44000
81237938600012;ACTIV'ACTION;9260;88.99B;STRASBOURG;67000
81240643700028;INSTITUT 3IE;9220;85.59A;BORDEAUX;33000
81286869300019;CLMX PROD;5710;82.30Z;BORDEAUX;33100
81292453800018;LES DETRITIVORES;5560;38.21Z;BORDEAUX;33100
81318188000028;ASSOCIATION EPI'SOL;9220;88.99B;PESSAC;33600
81389891300013;MEDIAQUART;9220;94.99Z;SAINT-DENIS;93200
81752354100016;HABITAT PARTICIPATIF NOUVELLE AQUITAINE (HAPANA);9220;94.99Z;BORDEAUX;33800
81794385500020;FRANCE VILLE DURABLE (FVD);9220;94.99Z;PARIS;75009
81831326400000;;;;;
81831326400025;FRENCHTECH BORDEAUX;9220;94.99Z;BEGLES;33130
81831326400033;FRENCHTECH BORDEAUX;9220;94.99Z;BEGLES;33130
81910693100010;MAISON DE LA PROMOTION SOCIALE FORMATION (MPS FORMATION);9220;85.59A;ARTIGUES-PRES-BORDEAUX;33370
82033673300000;;;;;
82033673300010;AGENCE DE DEVELOPPEMENT ET D'INNOVATION DE LA NOUVELLE AQUITAINE (ADI NVELLE AQUITAINE);9220;94.99Z;PESSAC;33600
82071933400014;CLUSTER BORDEAUX SUPERYACHTS REFIT (BSR);9220;94.99Z;BORDEAUX;33300
82101368700024;FRANCE ACTIVE NOUVELLE AQUITAINE (FANA);9220;94.99Z;BORDEAUX;33800
82121019200018;TIERS-LIEU DE BEGLES;9220;94.99Z;BEGLES;33130
82135493300011;BORDEAUX OPEN AIR;9220;94.99Z;BORDEAUX;33000
82138441900015;L'EPHEMERE;9220;94.99Z;BEGLES;33130
82155741000015;L'ART DANS TOUS SES ETATS;9220;90.02Z;BORDEAUX;33000
82182204600024;WEJOB;9220;82.99Z;BORDEAUX;33000
82182204600032;WEJOB;9220;82.99Z;BORDEAUX;33000
82222482000024;ASSOCIATION SOYONS LE CHANGEMENT;9220;85.59B;BORDEAUX;33300
82234558300000;;;;;
82343035000000;;;;;
82343035000012;ASSOCIATION FESTIVAL ODP;9220;90.01Z;TALENCE;33400
82365349800019;ASSOCIATION E-GRAINE NOUVELLE AQUITAINE;9220;94.99Z;BORDEAUX;33100
82365349800035;ASSOCIATION E-GRAINE NOUVELLE AQUITAINE;9220;94.99Z;BORDEAUX;33100
82424482600023;KONEXIO;9220;85.59B;PARIS;75020
82424482600064;KONEXIO;9220;85.59B;PARIS;75020
82434427900016;CNAM NOUVELLE-AQUITAINE - ASSOCIATION DE GESTION (CNAM NOUVELLE-AQUIT);9220;85.42Z;BEGLES;33130
82469850000017;LA MECANIQUE GENERALE;9220;94.99Z;BORDEAUX;33300
82502744400017;COLOC'2 CHEFS (C2C);5499;77.39Z;LORMONT;33310
82524131800021;SUPERCOOP;5710;47.78C;BORDEAUX;33800
82775559600018;ASSOCIATION LASER PHOTONIQUE HYPERFREQUENCES APPLICATIONS (ALPHA);9220;72.19Z;TALENCE;33400
82779162900018;;;;;
82791162900018;UNION REGIONALE POUR L'HABITAT DES JEUNES EN NOUVELLE AQUITAINE (URHAJ NOUVELLE AQUIT);9220;94.99Z;LORMONT;33310
82802334100047;CHAMBRE REGIONALE DE L'ECONOMIE SOCIALE ET SOLIDAIRE DE NOUVELLE-AQUITAINE;9220;94.99Z;BORDEAUX;33800
82831200900016;BORDEAUX ART CONTEMPORAIN (B.A.C.);9220;90.01Z;BORDEAUX;33000
82959066000017;LEON A VELO;9220;94.99Z;MERIGNAC;33700
82959066000025;LEON A VELO;9220;94.99Z;MERIGNAC;33700
82978181400019;LE RITUEL (LE RITUEL);9220;93.29Z;LA REOLE;33190
83121092700016;BAM PROJECTS;9220;94.99Z;BORDEAUX;33300
83122049600000;;;;;
83122049600010;COAEQUO;9220;78.30Z;BEGLES;33130
83123923100010;HALLE  BIO D'AQUITAINE (HALLE BIO D'AQUITAINE);5710;46.31Z;SAINT-MEDARD-D'EYRANS;33650
83168785000014;VERS UN RESEAU D'ACHAT EN COMMUN - BORDEAUX METROPOLE (VRAC);9220;94.99Z;BORDEAUX;33300
83273861100000;;;;;
83273861100017;GANG OF FOOD;9220;94.99Z;BORDEAUX;33000
83355139300022;ASSOCIATION ACTION-SOLIDARITE;9220;88.99B;BORDEAUX;33000
83450378100017;ATLANTIC CLUSTER;9220;94.11Z;LA ROCHELLE;17000
83456196100022;GAEL QUINTON;1000;43.21A;AMBARES-ET-LAGRAVE;33440
83498343900029;PARIS 2024 COMITE D'ORGANISATION DES JEUX OLYMPIQUES ET PARALYMPIQUES (COJO);9220;93.19Z;PARIS;75018
83822381600011;LES AMIS DE SOLEVENT;9220;94.99Z;BEGLES;33130
83844691200019;ASSOCIATION UNISSONS NOS IDEES POUR REUSSIR ENSEMBLE (UNIRE);9220;94.99Z;FLOIRAC;33270
83906235300033;SAVEURS QUOTIDIENNES;9220;94.99Z;BORDEAUX;33300
84047423300029;ZERO WASTE BORDEAUX;9220;94.99Z;BORDEAUX;33100
84097429900017;ASSOCIATION DES AMIS DU CARRELET 6570 DE BACALAN;9220;94.99Z;BORDEAUX;33300
84122122900013;BORDEAUX ECOLE NUMERIQUE;9220;85.59B;BEGLES;33130
84122122900021;BORDEAUX ECOLE NUMERIQUE;9220;85.59B;BEGLES;33130
84217399900017;LE LAB LIEU ANIME DE BIEN VIVRE;9220;93.29Z;LORMONT;33310
84231008800013;GERMAINE VEILLE;9220;94.99Z;CENON;33150
84324796600016;ASSOIKOS;9220;88.99B;BORDEAUX;33300
84326967100015;GBOBETO;9220;94.99Z;OZOIR-LA-FERRIERE;77330
84474944000013;LA PLANCHE;5499;85.59A;BORDEAUX;33000
84515945800023;CLUB D'ENTREPRENEURS COM UNE PARENTHESE;9220;94.99Z;CARBON-BLANC;33560
84515945800700;;;;;
84519241800018;ODEYS (CLUSTER);9220;94.12Z;POITIERS;86000
84532179300000;;;;;
84532179300018;IMPACT SUMMIT;9220;94.99Z;BORDEAUX;33000
84779999600016;LA CRAVATE SOLIDAIRE BORDEAUX;9220;94.99Z;TALENCE;33400
84937825200019;VILLA VALMONT;9220;94.99Z;LORMONT;33310
84978746000013;L'BURN;9220;86.90F;BORDEAUX;33300
85029215200012;ESPACE TEXTILE RIVE DROITE;9220;85.59B;CENON;33150
85029215200020;ESPACE TEXTILE RIVE DROITE;9220;85.59B;CENON;33150
85147541800030;FIBOIS NOUVELLE AQUITAINE;9220;94.12Z;ARTIGUES-PRES-BORDEAUX;33370
85180791700014;LA FUMAINERIE MAISON DES MATIERES ORGANIQUES OUBLIEES (MAMMO);9220;94.99Z;BEGLES;33130
85191355800025;RECUP' BOKASHI AQUITAINE;9220;94.99Z;MERIGNAC;33700
85240874900000;;;;;
85242037100027;ASSOCIATION CYCL'EAU;9220;94.99Z;BORDEAUX;33000
85273031600027;L'ECHOPPE ZERO DECHET;9220;47.29Z;MERIGNAC;33700
85301949500029;LA FERME DE L'OR VERT;6598;03.22Z;BORDEAUX;33000
85306916900029;SERVI EN LOCAL;9220;94.99Z;PESSAC;33600
87921350200013;COLLECTIF TOC TOC;9220;90.02Z;BORDEAUX;33800
88056649200026;SUN CREATURE FRANCE;5710;59.11A;BEGLES;33130
88105035500018;GROUPEMENT DES ACTEURS LOCAUX DE L'ALIMENTATION SOLIDAIRE (GALAS);9220;94.99Z;BORDEAUX;33100
88319642000011;ALLIANCE INNOVATION SANTE NOUVELLE-AQUITAINE (ALLIS-NA);9220;94.99Z;BORDEAUX;33000
88332302400017;BICYCLETTE & ALTERNATIVES DE MOBILITE (BAM);9220;94.99Z;BORDEAUX;33000
88352417500014;ASSOCIATION DE PREFIGURATION TARMAQ;9220;94.99Z;MERIGNAC;33700
88449735500013;HEPTAGONE;9220;31.09B;BORDEAUX;33100
88483872300010;STIGMERGIE;9220;94.99Z;BORDEAUX;33800
88539032800015;FEDERATION MOI JEU TRI;9220;94.99Z;PARIS;75005
89124340400011;KIMVUKA MVUALA TATU;9220;94.99Z;NANTES;44200
89488264600017;ASSOCIATION CULTURE CULTURES;9220;90.01Z;BORDEAUX;33000
89780462100018;BENJAMIN CAIE;1000;01.13Z;GRADIGNAN;33170
89827559900014;EARL BIO SITE;6598;01.47Z;CENON;33150
89951852600012;ASSOCIATION AVENIR PAPETERIE DE BEGLES;9220;94.99Z;BEGLES;33130
89961367300016;LA PETITE SOEUR;9220;88.99B;BORDEAUX;33800
90053354800013;CYBELE;9220;94.99Z;MERIGNAC;33700
90094998300010;LA MANUCO;9220;94.99Z;BORDEAUX;33800
90206131600029;SAGES-FEMMES SANS FRONTIERES (SFSF);9220;88.99B;MALEMORT;19360
90374437300015;LA FONCIERE SOLIDAIRE NOUVELLE-AQUITAINE;9220;94.99Z;BORDEAUX;33800
90478841100018;ASSOCIATION EVOLPRO;9220;94.99Z;SADIRAC;33670
90845559500011;LE POULAILLER BIO MAJOLAN;6598;01.47Z;MERIGNAC;33700
90870146900011;WAY4SPACE;9220;94.99Z;SAINT-MEDARD-EN-JALLES;33160
91197593600012;ACADEMIE MANO;9220;85.42Z;BORDEAUX;33000
91197691800019;GLOBAL SOCIAL ECONOMY FORUM (GSEF);9220;94.99Z;BORDEAUX;33000
91235287900015;ASSOCIATION LA PANIERE & CO;9220;88.99B;AMBARES-ET-LAGRAVE;33440
91259268000025;YAPUKA;5499;56.21Z;BRUGES;33520
91265216100015;LES RACINES DE PONTAULIC;9220;94.99Z;LEOGNAN;33850
91344052500016;DEDALE;9220;88.99B;BORDEAUX;33000
91344052500024;DEDALE;9220;88.99B;BORDEAUX;33000
91417069100010;GAEC TERRIENNES;6533;01.29Z;BORDEAUX;33000
91525690300013;ASSOCIATION DES AMIS DE LA BASILIQUE SAINT-SEURIN;9220;91.03Z;BORDEAUX;33000
92078594600020;LES PETITES CANTINES BORDEAUX;9220;94.99Z;BORDEAUX;33000
92179265100025;GROUPEMENT D'EMPLOYEURS GRAND-PARC SOLIDAIRE;9223;78.30Z;BORDEAUX;33300
92299047800013;RE-LIER;9220;94.99Z;BORDEAUX;33800
92339145200011;CONSERVERIE MOBILE ET SOLIDAIRE DE MERIGNAC - COMMER;9220;94.99Z;MERIGNAC;33700
92380976800016;FUN PER SECOND;9220;59.11B;BORDEAUX;33800
92950592300011;RENEE BORDEAUX;5499;47.41Z;ARTIGUES-PRES-BORDEAUX;33370
93179507400018;ENTER (ENTER);9220;94.99Z;BEGLES;33130
93803311500016;LE COLLECTIF DES HABITANTS DU HAUT CENON;9220;94.99Z;CENON;33150
94242336900019;WOODRISE VALLEE;9220;94.99Z;ARTIGUES-PRES-BORDEAUX;33370
94934022800012;LES JARDINS GARONNAIS;5499;01.13Z;BAURECH;33880
98752823900013;OH LAIT LAIT;5499;10.51C;BORDEAUX;33800
98887594400015;ASSOCIATION SYNDICALE LIBRE LES DOMAINES DU MANOIR;9150;68.32A;LORMONT;33310
